Datum,Schwefeldioxid,Kohlenmonoxid,ozon,Stickstoffdioxid,Stickstoffmonoxid,Feinstaub PM10,Lufttemperatur,Luftfeuchte relativ,Luftdruck (hpa),Windgeschwindigkeit (m/s),Regendauer (min)
05.11.2016,0.95,0.3,45.07,28.4,7.79,12.63,10.65,85.07,953.64,1.41,923.43
06.11.2016,0.7,0.21,60.48,15.93,2.9,7.28,5.25,86.88,953.06,1.71,859.18
07.11.2016,0.86,0.28,55.35,36.6,17.91,10.25,3.15,85.78,957.68,1.03,343.42
08.11.2016,0.86,0.3,30.72,38.25,15.61,15.05,2.27,84.78,960.01,1.01,104.51
09.11.2016,1.14,0.29,63.27,31.57,22.15,11.47,4.13,73.34,956.79,2.16,288.85
10.11.2016,0.72,0.21,69.31,17.38,3.47,5.58,6.15,81.99,959.9,3.48,895.5
11.11.2016,0.79,0.22,62.93,25.27,4.52,6.78,5.45,82.74,964.26,2.47,561.63
12.11.2016,1.35,0.31,35.53,32.54,18.68,12.13,4.08,81.1,971.17,1.29,237.46
13.11.2016,1.94,0.38,21.99,32.26,23.72,17.58,2.95,80.96,972.33,1.99,0
14.11.2016,1.78,0.35,19.66,35.77,19.76,24.79,2.39,76.25,978.19,2.57,0
15.11.2016,1.63,0.33,30.2,35.69,14.8,21.5,5.36,70.9,979.1,1.42,53.02
16.11.2016,1.36,0.38,20.69,47.12,29.09,16.08,8.09,82.7,972.95,1.05,341.18
17.11.2016,1.08,0.3,39.08,35.23,13.77,14.47,9.79,83.41,964.74,1.93,263.83
18.11.2016,1.04,0.26,51.51,31.58,9.62,9.99,9.68,82.22,958.65,2.31,583.01
19.11.2016,0.98,0.22,76.16,23.11,3.85,6.89,6.89,81.9,960.66,2.49,454.48
20.11.2016,1.65,0.4,33.31,47.32,27.84,18.17,5.51,79.93,957.52,1.36,0
21.11.2016,2.24,0.52,16.17,54,73.92,21.23,7.66,75.6,953.63,1.71,0
22.11.2016,2,0.53,21.03,61.19,63.9,18.46,9.94,76.93,960.47,1.19,0
23.11.2016,2.01,0.53,3.93,51.23,63.89,22.9,10.01,79.67,964.07,1.92,0
24.11.2016,1.63,0.5,3.81,42.92,54.56,19.08,7.99,80.6,962.72,2.94,0
25.11.2016,1.21,0.38,10.65,29.57,24.68,15.86,6.8,83.5,963.44,2.95,37.7
26.11.2016,1.22,0.42,11.01,31.31,22.52,23.25,7.51,85.68,966.53,1.22,241.42
27.11.2016,1.23,0.39,38.94,26.53,16.46,19.01,7.42,85.22,966.08,1.72,169.83
28.11.2016,1.28,0.23,51.84,21.72,10.79,11.41,2.87,61.48,969.57,4.27,0
29.11.2016,2.08,0.34,39.8,45.63,39.54,16.36,-0.29,61.56,977.68,2.24,0
30.11.2016,2.51,0.49,10.83,56.17,82.37,34.61,0.91,74.9,981.63,0.67,0.15
01.12.2016,2.34,0.7,8.73,69.3,148.53,45.28,2.1,80.6,976.94,0.75,0
02.12.2016,3.09,0.6,21.91,72.7,96.43,30.82,2.35,74.84,970.98,1.62,0
03.12.2016,2.26,0.32,33.37,40.37,15.12,18.03,3.35,73.77,969.2,1.83,0
04.12.2016,2.3,0.31,22.1,36.51,16.2,22.55,2.07,74.57,973.42,1.8,0
05.12.2016,1.37,0.42,9.35,44.7,48.41,33.98,0.77,86.19,976.22,0.78,0
06.12.2016,2,0.6,5.49,52.58,95.28,36.46,1.29,85,978.94,2.01,0
07.12.2016,1.19,0.52,3.29,54.07,70.08,26.7,-0.4,89.36,982.48,1,0
08.12.2016,1.75,0.61,7.6,61.89,90.7,33.15,1.74,84.01,983.2,0.78,0
09.12.2016,2.73,0.73,4.18,69.45,145.79,39.05,2.38,78.89,981.28,0.84,0
10.12.2016,2.6,0.78,6.01,65.47,124.57,39.64,2.34,76.8,976.49,0.53,0
11.12.2016,2.98,0.64,4.54,57.51,68.52,29.44,2.31,78.47,973.93,0.68,26.93
12.12.2016,2.44,0.52,12.92,59.38,82.15,27.04,3.25,86.4,974.86,1.74,0
13.12.2016,1.39,0.57,2.69,55.3,95.87,34.72,0.29,91.91,975.58,0.95,0
14.12.2016,1.52,0.8,2.5,70.16,182.36,49.63,1.02,89.97,974.06,0.85,0
15.12.2016,1.23,0.65,1.69,54.57,104.19,31.16,-0.48,91.24,975.13,1.16,0
16.12.2016,1.19,0.47,3.75,52.71,48.82,19.94,0.25,88.99,978.19,1.16,0
17.12.2016,1.37,0.46,5.48,50.93,45.12,30.39,0.78,86.57,985.36,0.9,0
18.12.2016,1.55,0.46,13.04,40.23,34.59,28.61,1.03,85.45,982.3,1.04,6.93
19.12.2016,1.74,0.39,14.8,37.79,32.55,17.37,2.44,82.64,972.81,2.3,6.78
20.12.2016,1.8,0.43,8.29,44.63,48.36,24.18,1.23,81.22,970.64,1.6,0
21.12.2016,1.81,0.55,2.31,52.94,83.23,40.41,0.88,85.99,977.33,1.09,0
22.12.2016,1.46,0.5,7.15,45.33,54.06,25.87,1,88.56,980.75,0.88,0
23.12.2016,1.8,0.55,14.19,43.86,62.69,22.66,3.74,87.24,982.68,1.42,0.33
24.12.2016,1.79,0.27,41.91,22.72,4.66,13.61,6.42,77.7,981.33,1.95,42.78
25.12.2016,2.05,0.25,41.86,27.74,5.43,16.46,7.52,75.16,980.69,1.03,18.38
26.12.2016,1.99,0.26,40.15,32.01,11.09,14.32,5.82,82.9,981.12,1.07,48.15
27.12.2016,2.08,0.3,32.12,45.2,22.01,14.26,4.87,73.76,988.64,1.38,0
28.12.2016,2.4,0.39,28.55,51.67,35.62,21.67,1.35,76.25,989.91,1.85,0
29.12.2016,,,,,,,,,,,
30.12.2016,1.6,0.36,9.15,44.9,24.38,35.55,0.45,81.72,985.53,0.84,0
31.12.2016,1.46,0.35,13.45,38.71,12.68,32.15,-0.82,86.66,981.98,0.86,0
01.01.2017,1.73,0.38,12.73,37.02,13.9,43.9,-1.44,84.54,972.37,0.96,0
02.01.2017,1.65,0.34,26.59,33.15,9.06,22.37,-0.45,87.77,971.1,1.05,214.63
03.01.2017,1.72,0.35,14.13,44.11,22.23,19.38,-1.42,89.95,975.05,1.21,3.07
04.01.2017,1.73,0.25,45.98,25.94,3.63,11.97,0.42,78.18,969.58,2.26,115.87
05.01.2017,2.14,0.28,43.88,48.19,19.11,9.42,-0.93,79.3,974.29,1.24,70.42
06.01.2017,2.43,0.28,46.76,41.37,15.49,13.87,-5.7,76.35,983.8,2.24,0
07.01.2017,2.92,0.38,23.43,50.86,16.91,28.09,-6.5,80.06,981.54,1.06,0.07
08.01.2017,2.48,0.35,36.88,44.38,11.07,23.38,-1.13,87.38,978.1,0.81,586.38
09.01.2017,2.65,0.39,52.86,47.17,34.81,,-0.04,78.99,974.75,1.32,0
10.01.2017,1.86,0.31,56.8,45.94,21.69,17.76,0,85.08,961.56,1.68,706.15
11.01.2017,1.88,0.25,59.52,28.55,8.62,12.56,2.57,78.96,964.44,2.71,266.92
12.01.2017,1.75,0.26,60.33,31.99,12.04,8.66,5.21,83.28,961.82,2.93,359.77
13.01.2017,1.17,0.2,71.61,19.4,4.13,5.19,1.83,76.63,955.38,2.95,161.38
14.01.2017,0.62,0.19,66.9,15.12,1.65,4.64,0.42,80.75,963.05,2.46,182.27
15.01.2017,0.8,0.2,64.68,15.6,1.97,7.3,-0.76,78.59,969.43,1.64,99.02
16.01.2017,1.18,0.28,53.64,42,21.24,12.26,-2.1,78.58,970.46,1.56,76.12
17.01.2017,1.43,0.26,48.77,27.5,12.33,14.36,-3.4,72.9,974.91,3.13,6.3
18.01.2017,1.68,0.29,52.62,27.99,12.47,22.27,-3.52,67.42,977.19,2.91,1.32
19.01.2017,1.42,0.38,51.79,34.78,18.99,36.6,-3.76,72.33,978.63,2.05,0
20.01.2017,1.49,0.45,31.97,51.11,25.22,53.18,-4.35,80.98,978.59,1.79,0
21.01.2017,1.44,0.48,14.48,59.13,20.48,55.91,-4.52,83.47,976.76,1.69,0
22.01.2017,1.37,0.49,21.4,55.99,14.86,41.66,-4.82,88.93,973.14,1.44,0
23.01.2017,1.78,0.58,7.32,79.24,53.47,53.28,-4.62,89.42,971.88,1.19,0
24.01.2017,1.62,0.55,48.33,57.51,26.78,54.28,-4.77,83.05,973.32,1.39,7.4
25.01.2017,1.67,0.61,46.68,56.27,25.04,71.03,-5.83,78.61,974.35,2.32,0.28
26.01.2017,1.21,0.6,20.03,54.38,28.29,58.59,-5.11,78.69,972.45,1.35,0
27.01.2017,2.22,0.6,19.09,66.49,64.49,61.32,-2.07,77.04,969.21,1.3,0
28.01.2017,3.69,0.87,12.38,82.86,103.36,60.59,0.96,73.91,968.5,1.13,0
29.01.2017,3.14,0.71,46.66,74.93,67.18,46.06,2.49,73.14,971.49,0.81,0
30.01.2017,2.34,0.48,46.06,67.72,40.64,22.58,3.19,80.79,967.41,1.68,474.42
31.01.2017,1.13,0.32,51.76,46.83,17.47,9.21,6.5,91.09,965.14,1.83,1301.13
01.02.2017,0.84,0.38,37.73,46.88,31.84,8.76,6.05,95.49,965.54,2.02,625.02
02.02.2017,0.87,0.48,8.99,50.07,58.34,14.7,4.88,96.18,961.61,1.56,0.37
03.02.2017,1.08,0.46,66.42,47.68,46.27,13.52,6.22,86.48,958.15,1.55,107.07
04.02.2017,1.15,0.26,80.69,28.44,8.3,9.48,5.7,77.22,954.44,2.81,70.03
05.02.2017,1.34,0.26,73.65,39.35,7.15,7.8,3.52,78.54,953.56,1.43,581.3
06.02.2017,1,0.37,33.21,50.32,23.84,12.72,3.16,90.59,963.32,1.21,444.88
07.02.2017,1.05,0.34,36.34,45.05,19.02,19.53,3.35,85.65,966.06,1.32,435.4
08.02.2017,1.1,0.4,33.71,45.12,31.46,27.03,3.29,89.66,967.7,1.65,337.88
09.02.2017,1.19,0.38,30.63,41.49,19.05,35.85,0.9,76.43,969.47,2.54,0
10.02.2017,1.55,0.46,27.58,45.59,34.33,44.98,1.78,75.52,967.5,1.59,0
11.02.2017,1.25,0.42,23.65,41.78,16.22,33.75,1.9,82.34,968.28,1.35,0
12.02.2017,1.05,0.4,23.17,30.03,9.3,29.59,1.92,83.31,971.37,2.34,0
13.02.2017,1.02,0.39,28.22,26.82,13.42,37.36,1.44,79.37,973.24,2.36,0
14.02.2017,1.58,0.47,28.47,42.94,38.28,49.54,2.48,77.83,977.48,1.63,0.07
15.02.2017,2.29,0.74,8.35,70.51,110.25,48.7,4.59,74.52,982.86,0.9,0
16.02.2017,2.59,0.55,35,70.57,67.96,27.78,6.8,66.4,980.33,0.99,0
17.02.2017,1.44,0.36,34.63,54.58,20.77,12.71,5.81,82.9,975.9,1.51,515.58
18.02.2017,1.39,0.36,60.33,43.53,17.59,17.41,4.34,82.85,974.34,1.3,0
19.02.2017,1.42,0.37,59.87,37.46,19.28,22.18,4.45,76.87,973.39,0.99,0
20.02.2017,1.52,0.3,73.81,36.1,9.12,24.58,8.02,64.67,972.7,1.6,158.47
21.02.2017,1.19,0.26,63.2,27.05,7.12,10.66,9.65,78.31,970.1,2.27,167.93
22.02.2017,1.13,0.19,53.53,18.1,3.99,7.97,10.4,69.2,966.84,2.32,5.8
23.02.2017,1.25,0.21,77.62,24.35,11.36,17.58,11.4,54.87,958.38,3.67,11.78
24.02.2017,1.21,0.2,84.06,22.03,4.98,9.01,6.64,59.6,962.95,2.75,14.5
25.02.2017,1.34,0.31,57.21,38.75,12.39,14,3.89,74,970.07,1.71,0
26.02.2017,1.8,0.35,71.39,46.45,16.14,13.96,6.56,63.99,967.04,1.15,0
27.02.2017,2.31,0.42,74.28,59.85,43.9,23.12,8.28,59,957.62,1.24,0
28.02.2017,1.01,0.23,84.98,26.18,8.36,5.29,5.39,75.65,950.39,2.9,475.97
01.03.2017,0.81,0.19,83.63,13.24,2.38,4.02,5.94,69.53,959.13,4.13,332.35
02.03.2017,1.03,0.23,78.28,24.31,6.36,5.52,8.24,62.69,965.06,3.19,306.37
03.03.2017,1.91,0.4,40.95,64.87,38.65,15.76,7.2,62.92,959.67,1.24,0
04.03.2017,1.42,0.31,89.34,32.66,13.78,11.89,8.74,61.92,946.66,3.08,78.65
05.03.2017,0.9,0.18,90.81,8.56,1.59,2.55,6.96,68.08,955.49,3.14,254.3
06.03.2017,1.01,0.23,90.61,28.74,8.94,4.82,5.29,81.83,955.08,2.06,750.68
07.03.2017,1.01,0.23,69.35,20.64,4.47,5.74,4.8,79.91,965.68,2.43,245.37
08.03.2017,1.12,0.28,63.52,31.45,12.3,10.63,5.27,80.36,972.29,1.76,393.83
09.03.2017,0.95,0.23,51.16,22.12,5.39,3.95,9.31,88.91,972.04,2.21,851.86
10.03.2017,1.43,0.3,67.14,46.99,24.85,8,10.09,64.6,974.31,0.96,33.15
11.03.2017,1.96,0.35,56.94,45.56,15.05,13.48,8.13,55.94,969.89,2.16,0
12.03.2017,2.01,0.34,62.69,40.67,9.75,15,8.98,55.17,963.86,1.94,0
13.03.2017,2.23,0.37,68.57,51.67,24.02,19.4,9.25,52.32,971.8,1.32,0
14.03.2017,2.59,0.43,81.51,64.37,38.74,28.11,10.52,50.67,979.69,0.95,0
15.03.2017,2.76,0.42,75.13,60.89,34.51,33.83,10.99,52.81,978.67,1.61,0
16.03.2017,2.31,0.39,58.55,56.39,32.8,37.37,11.7,57.49,972.9,1.57,0
17.03.2017,2.2,0.35,102.79,35.3,16.35,31.65,13.31,57.97,967.03,2.04,0
18.03.2017,1.13,0.2,81.11,10.31,1.21,12.85,9.17,81.35,965.54,3.64,835.82
19.03.2017,1.13,0.19,59.45,9.53,1.75,4.27,12.31,76.72,965.21,2.39,113.78
20.03.2017,1.29,0.23,48.61,23.59,6.51,7.18,11.86,71.16,963.02,1.3,0
21.03.2017,1.31,0.24,69.45,25.26,8.99,6.95,11.42,60.68,961.3,1.51,0
22.03.2017,1.22,0.28,70.82,35.02,19.3,9.36,7.22,79.89,961.6,1.42,241.89
23.03.2017,1.43,0.28,59.46,35.49,17.37,10.14,11.5,68.35,961.88,2.32,149.18
24.03.2017,1.49,0.3,28.13,25.16,14.63,27.56,10.16,75.15,970.17,2.89,0
25.03.2017,1.5,0.27,67.09,14.95,5.01,23.04,10.31,66.62,969.16,3.72,0
26.03.2017,1.76,0.27,78.35,24.27,4.32,18.79,9.86,59.01,969.31,1.27,0
27.03.2017,2.35,0.33,61.95,46.1,18.75,20.48,10.94,51.85,970.59,1.49,0
28.03.2017,2.34,0.35,99.99,43.42,20.25,21.39,13.32,57.11,973.15,1.02,0
29.03.2017,2.19,0.33,101.72,43.64,20.26,19.55,14.76,52.19,975.73,0.9,0
30.03.2017,2.45,0.36,92.44,54.58,23.73,20.35,14.82,52.48,974.21,1.43,0
31.03.2017,2.09,0.42,107.02,56.56,30.74,22.51,15.64,53.47,967.84,0.98,0
01.04.2017,1.07,0.3,111.95,32.32,5.34,13.67,13.97,51.06,962.33,1.64,0
02.04.2017,0.83,0.23,93.43,16.96,3.33,12.53,13.36,58.97,966.58,1.75,32.97
03.04.2017,1.12,0.27,85.65,29.37,9.82,19.78,14.2,64.98,971.12,2,2.05
04.04.2017,0.63,0.29,80.35,34.85,16.13,23.49,12.88,63.13,970.68,1.19,116.35
05.04.2017,0.65,0.27,82.5,32.27,11.2,21.55,11.7,60.59,971.01,1.57,7.15
06.04.2017,0.77,0.24,80.04,27.14,10.96,26.31,10.49,51.77,972.63,2.27,0.33
07.04.2017,1.33,0.29,78.89,42.12,18.43,20.4,11.36,48.79,972.64,1.28,0
08.04.2017,1.46,0.32,99.22,40.44,8.62,26.98,13.9,50.51,971.73,1.34,0
09.04.2017,1.28,0.36,108.1,40.25,8.03,16.69,16.21,48.71,972.18,0.86,0
10.04.2017,0.9,0.27,105.17,26.79,6.86,15.54,17.92,46.59,969.76,2.04,0.62
11.04.2017,1.28,0.27,85.52,31.67,10.72,28.44,13.07,49.87,972.03,1.68,0
12.04.2017,1.21,0.28,106.51,31.16,12.29,24.81,13.89,44.77,968.42,1.67,0
13.04.2017,0.9,0.22,98.82,16.25,2.51,13.72,15.33,43.4,965.01,2.02,0
14.04.2017,0.85,0.21,99.15,16.29,2.1,12.79,12.59,51.85,965.9,1.33,0
15.04.2017,1.01,0.23,84.33,19.06,2.62,13,12.75,56.56,966.87,1.75,112
16.04.2017,0.57,0.19,78.93,10.94,1.74,8.03,9.26,76.36,969.78,1.83,485.38
17.04.2017,0.56,0.19,78.38,9.64,1.5,7.8,8.65,73.38,967.7,2.32,326.53
18.04.2017,0.57,0.23,87.76,19.71,5.81,7.53,5.28,67.72,971.09,1.67,101.13
19.04.2017,0.64,0.24,72.05,25.85,10.49,9.11,2.99,80.85,976.41,1.77,270.57
20.04.2017,1.06,0.22,85.1,23.32,10.3,14.72,3.91,50.9,980.63,2.48,0
21.04.2017,1.59,0.29,86.61,42.66,15.35,18.81,7.7,42.87,978.59,1.54,0
22.04.2017,1.39,0.26,106.57,31.34,6.58,15.65,10.84,49.52,972.94,1.51,9.35
23.04.2017,0.98,0.21,95.53,11.77,3.05,10.93,10.15,47.83,971.26,1.79,0.68
24.04.2017,1.48,0.28,109.41,37.84,9.8,18.18,12.01,47.26,964.67,1.56,0
25.04.2017,0.86,0.31,97.62,39.42,9.69,11.58,11.26,78.81,957.79,1.43,992.5
26.04.2017,0.64,0.29,59.87,39.87,22.6,4.91,4.06,88.97,959,1.85,781.67
27.04.2017,0.69,0.27,52.25,35.93,14.96,5.3,4.1,88.35,962.7,1.21,1003.5
28.04.2017,0.69,0.28,79.93,37.95,13.19,13.29,3.83,87.36,964.04,1.8,881.22
29.04.2017,0.94,0.26,100.14,29.65,9.72,14.25,7.89,62.41,966.3,1.13,0
30.04.2017,1.25,0.28,108.92,31.08,6.3,10.36,11.59,52.01,959.52,1.31,0
01.05.2017,0.71,0.21,108.72,15.67,1.89,3.62,7.89,75.49,962.64,2.43,535.6
02.05.2017,0.82,0.24,75.77,26.85,9.79,4.38,10.3,65.62,965.26,1.39,262.3
03.05.2017,0.74,0.24,82.69,25.91,8.22,4.86,11.66,62.66,966.27,1.08,216.55
04.05.2017,0.73,0.24,82.63,27.77,8.84,5.53,10.91,72.28,964.84,1.33,366.13
05.05.2017,0.79,0.24,102.99,25.8,10.06,6.61,13.43,59.55,965.98,1.66,0
06.05.2017,0.76,0.27,81.28,20.04,4.68,10.61,11.91,77.2,960.96,2.23,618.37
07.05.2017,0.55,0.19,81.98,6.55,0.92,2.13,11.41,81.34,965.58,2.62,608.88
08.05.2017,0.56,0.26,74.3,20.18,5.87,7.97,10.11,82.72,967.34,1.92,556.35
09.05.2017,0.89,0.25,77.71,28.81,14.69,12.94,9.86,65.03,965.65,1.35,67.32
10.05.2017,1.14,0.3,98.62,39.8,16.53,12.93,13.3,56.4,957.92,1.27,0
11.05.2017,1.11,0.31,84.41,41.8,15.76,10.56,17.11,52.66,951.08,1.91,0
12.05.2017,0.69,0.24,93.86,20.69,5.4,8.37,15.92,64.78,955.42,1.99,164.65
13.05.2017,0.74,0.21,88.63,12.05,2.95,5.17,16.66,66.68,963.45,1.9,177.07
14.05.2017,0.72,0.22,77.58,12.44,3.06,4.49,15.37,77.3,972.29,1.91,156.03
15.05.2017,0.88,0.22,99.98,23.99,8.47,6.86,17.25,58.69,977.76,1.18,50.65
16.05.2017,0.97,0.27,114.11,32.76,12.75,10.29,18.92,46.84,976.72,1.61,0
17.05.2017,1.21,0.3,127.81,40.7,10.45,15.02,20.96,46.91,969.62,1.08,0
18.05.2017,0.98,0.26,108.35,25.45,5.76,13.83,21.65,52.59,962.95,1.51,0
19.05.2017,0.68,0.22,89.4,16.09,3.7,6.91,13.05,73.12,964.42,2.55,165.68
20.05.2017,1.01,0.24,83.47,22.66,7.31,6.21,12.39,64.11,971.97,1.18,1.28
21.05.2017,1.14,0.24,89.82,17.23,3.84,7.19,15.73,53.55,972.75,2.46,0
22.05.2017,1.27,0.27,112.7,34.47,11.87,12.14,18.72,51.19,967.61,1.13,0
23.05.2017,1.22,0.27,106.41,31.07,7.25,12.95,21.14,51.78,969.34,1.51,0.12
24.05.2017,1.34,0.24,102.4,25.56,9.37,13.44,20.53,52.35,972.02,1.45,0
25.05.2017,1.14,0.22,107.03,11.52,2.91,10.03,20.1,47.5,970.28,1.98,0
26.05.2017,1.24,0.21,115.92,17.21,4.86,9.48,20.54,44.28,968.14,2.62,0
27.05.2017,1.59,0.28,132.05,23.06,3.86,13.19,22.8,44.7,968.64,0.97,0
28.05.2017,1.76,0.35,138.84,27.32,3.96,14.83,24.58,44.56,968.87,0.95,0
29.05.2017,1.78,0.28,152.39,28.73,6.24,18.88,25.22,43.42,965.58,1.4,7.1
30.05.2017,1.47,0.23,122.49,16.77,4.27,15.9,23.93,54.91,966.32,2.05,97.35
31.05.2017,1.39,0.25,105.71,26.78,10.41,13.41,22.52,65.37,969.38,1.62,105.57
01.06.2017,1.27,0.24,110.32,25.29,7.98,11.46,21.62,62.15,970.04,1.41,20.02
02.06.2017,1.18,0.23,108.65,19.36,4.7,11.51,21.37,65.11,967.69,1.63,141.58
03.06.2017,1.15,0.25,117.55,13.22,2.89,10.22,21.22,67.19,964.1,1.27,243.52
04.06.2017,0.96,0.22,83.77,7.33,1.66,4.22,18.48,67.07,965.36,2.07,232.92
05.06.2017,1.1,0.21,62.63,12.83,3.44,11,15.65,74.07,963.75,1.03,75.12
06.06.2017,1.03,0.21,83.94,15.48,6,11.01,15.15,67.73,959.79,2.97,125.98
07.06.2017,1.03,0.17,73.95,12.46,4.21,7.96,14.58,53.25,969.11,2.85,66.3
08.06.2017,1.4,0.25,105.7,31.07,14.81,9.34,17.93,45.16,968.93,1.3,0
09.06.2017,1.49,0.25,93.42,26.2,6.5,10.61,19.61,53.42,965.89,1.67,0.43
10.06.2017,1.4,0.24,99.58,16.69,4.45,7.54,21.45,53.15,970.04,1.13,0
11.06.2017,1.7,0.3,112.97,22.65,3.49,11.4,23.86,48.83,967.85,1.49,0
12.06.2017,1.68,0.27,101.46,24.48,6.75,15.86,24.27,57.01,967.18,1.52,18.53
13.06.2017,1.63,0.24,115.36,20.99,7.21,13.01,23.76,47.34,967.05,1.43,0
14.06.2017,1.97,0.26,108.06,30.28,9.83,19.1,22.11,54.99,966.43,1.3,0
15.06.2017,1.47,0.22,102.79,17.18,3.55,15.19,24.23,62.25,966.96,1.9,40.8
16.06.2017,0.84,0.22,97.85,14.57,3.45,12.41,22.33,57.05,971,2.59,76.98
17.06.2017,0.5,0.26,99.47,14.91,4.39,9.86,20.22,48.57,974.28,1.58,0
18.06.2017,0.42,0.25,101.38,10.19,3.31,6.66,21.37,49.51,971.88,2.5,0
19.06.2017,0.49,0.27,140.23,26.23,6.08,15.04,24.5,48.34,969.59,1.18,0
20.06.2017,0.48,0.29,135.21,26.22,4.29,20.25,27.46,47.8,967.37,1.45,0
21.06.2017,0.34,0.31,139.96,31.66,6.27,22.8,27.85,49.37,965.97,0.86,0
22.06.2017,0.42,0.3,145.54,27.54,4.72,24.36,28.5,45.33,966.12,1.09,0
23.06.2017,0.41,0.28,143.42,13.82,1.58,31.1,28.6,49,967.12,2.29,7.25
24.06.2017,0.34,0.29,95.26,12.43,2.28,26.42,23.65,58.86,968.05,1.3,0.67
25.06.2017,0.41,0.26,84.97,9.97,1.62,14.36,22.46,58.16,966.23,1.58,132.28
26.06.2017,0.48,0.22,109.88,25.05,8.45,10.31,23.96,51.97,963.14,1.26,153.88
27.06.2017,0.3,0.22,95.66,22.64,8.38,10.05,22.83,62.36,958.4,0.82,79.85
28.06.2017,0.2,0.22,100.1,20.32,5.68,6.16,20.02,74.42,952.11,1.89,650.93
29.06.2017,0.3,0.17,79,8.16,1.89,5.06,18.25,60.2,953.09,3.15,87.08
30.06.2017,0.31,0.17,78.47,10.11,3.26,4.93,18.14,53.35,958.91,2.65,31.15
01.07.2017,0.34,0.17,71.54,5.34,1.2,2.78,17.71,57.45,964.76,3.34,44.17
02.07.2017,0.27,0.19,62.55,7.14,1.44,5.24,15.36,82.12,971.21,1.95,587.15
03.07.2017,0.41,0.19,88.78,16.49,5.77,5.35,19.09,61.24,973.01,0.9,62.37
04.07.2017,0.63,0.25,114.91,33.84,10.87,10.14,21.77,51.74,970.64,0.63,0
05.07.2017,0.73,0.28,124.01,37.06,9.09,15.39,24.61,49.59,968.23,0.89,0
06.07.2017,0.63,0.26,114.46,30.58,6.2,14.3,27,43.18,968.22,1.1,0
07.07.2017,0.75,0.29,120.86,27.61,6.23,,26.9,47.81,,,
08.07.2017,0.45,0.32,106.61,22.11,5.15,21.89,25.12,60.27,967.52,1.55,103.22
09.07.2017,0.35,0.26,72.01,13.65,3.87,16.56,21.83,75.54,964.44,1.63,188.12
10.07.2017,0.3,0.23,83.83,15.76,6.09,11.29,20.66,77.61,962.62,1.87,343.53
11.07.2017,0.38,0.22,82.02,19.03,8.38,6.75,19.9,71.46,965.64,1.16,64.73
12.07.2017,0.41,0.22,69.71,14.9,7.17,7.85,21.73,69.03,965.6,2.25,90.02
13.07.2017,0.54,0.23,74.37,21.64,10.29,7.52,21.03,62.25,969.16,1.4,34.68
14.07.2017,0.52,0.24,84.94,16.55,5.18,8.86,20.66,59.41,967.65,1.92,133.17
15.07.2017,0.71,0.23,88.88,12.25,3.35,7.82,19.61,46.76,971.69,1.32,0
16.07.2017,0.82,0.24,100.74,14.26,3.65,7,20.07,49.14,973.52,0.99,0
17.07.2017,0.89,0.24,90.9,27.24,10.5,9.94,23.08,50.22,970.35,1.17,0
18.07.2017,0.84,0.28,102.35,30.6,8.76,13.83,24.41,54.67,966.88,1.66,0
19.07.2017,0.82,0.25,126.65,19.88,4.58,19.45,24.57,53.58,964.33,1.86,34
20.07.2017,0.6,0.24,98.76,20.8,5.97,14.93,21.77,66.87,964.66,1.69,146.5
21.07.2017,0.67,0.25,101.08,21.1,7.58,11.9,22.2,68.96,963.24,1.52,159.4
22.07.2017,0.71,0.27,105.57,11.9,2.83,9.87,22.44,64.95,964.78,1.42,98.33
23.07.2017,0.63,0.25,83.33,7.6,1.98,6.59,19.52,65.78,967.36,1.17,42.7
24.07.2017,0.58,0.2,70.7,13.91,3.83,5.48,17.31,71.85,961.9,1.65,341.48
25.07.2017,0.62,0.19,72.32,13.11,4,4.63,15.14,81.42,962.13,2.07,247.03
26.07.2017,0.65,0.2,78.14,15.32,3.26,5.77,16.45,73.75,962.81,1.99,304.4
27.07.2017,0.62,0.22,60.43,19.29,5.6,7.27,18.04,75.28,962.83,1.72,147.37
28.07.2017,0.58,0.22,69.8,20.44,6.92,7.25,18.49,75.49,965.91,1.63,171.83
29.07.2017,0.64,0.31,83.87,21.01,6.06,9.66,21.55,67.23,966.66,0.72,0
30.07.2017,0.63,0.3,102.44,10.29,2.12,9.69,24.1,62.69,964.29,1.53,53.92
31.07.2017,0.59,0.25,75.64,21.55,6.82,15.3,23.15,69.1,965.43,0.98,37.42
01.08.2017,0.7,0.28,117.97,20.61,3.85,28.29,23.93,71.07,965.62,1.43,22.78
02.08.2017,0.77,0.31,99.92,23.54,6.8,27.98,25.19,64.79,969.1,1.41,0
03.08.2017,0.64,0.28,115.55,19.71,5.29,30.28,27.46,57.76,965.85,1.49,3.85
04.08.2017,0.73,0.21,80.21,14.01,5,9.96,24.73,57.86,966.27,1.1,0
05.08.2017,0.73,0.25,81.38,14.26,2.97,8.33,24.06,59.36,966.89,1.47,0.5
06.08.2017,0.77,0.22,70.54,8.61,3.35,4.61,18.8,65.43,971.43,1.98,148.52
07.08.2017,0.86,0.21,95.44,18.06,7.74,7.32,20.31,60.03,966.91,1.61,0
08.08.2017,0.77,0.26,73.88,26.29,5.95,8.55,18.52,74.98,963.71,1.63,276.2
09.08.2017,0.71,0.23,72.63,30.87,17.58,7.11,18.25,74.83,966.42,0.87,216.73
