<article n="1">
Sonne	NN	Sonne
Die	ART	d
Erde	NN	Erde
aus	APZR	aus
der	PDS	d
Ruh	VVIMP	ruhen
,	$,	,
Begrüsst	VVFIN	begrüssen
sie	PPER	sie
frohes	ADJA	froh
Jauchzen	NN	Jauchzen
<s lang="de" n="25-87">
Von	APPR	von
steiler	ADJA	steil
Stockenfluh	NE	Stockenfluh
.	$.	.
<s lang="de" n="25-88">
0	CARD	@card@
sonndurchglühtes	ADJA	sonndurchglüht
Bergland	NN	Bergland
!	$.	!
<s lang="de" n="25-89">
0	CARD	@card@
weltentrunkner	ADJA	weltentrunken
Blick	NN	Blick
!	$.	!
<s lang="de" n="25-90">
Wie	KOKOM	wie
auch	ADV	auch
die	ART	d
Lose	NN	Los|Lose
fallen	VVINF	fallen
:	$.	:
Heut	ADV	heute
preis	PTKVZ	preis
ich	PPER	ich
mein	PPOSAT	mein
Geschick	NN	Geschick
.	$.	.
<s lang="de" n="25-91">
Lebensmittag	NN	Lebensmittag
.	$.	.
<s lang="de" n="25-92">
Hand	NN	Hand
in	APPR	in
Hand	NN	Hand
mit	APPR	mit
liebem	ADJA	lieb
Weibe	NN	Weib
Durch	APPR	durch
die	ART	d
Wälder	NN	Wald
,	$,	,
Weiden	NN	Weide
gehn	VVINF	gehen
Und	KON	und
von	APPR	von
sonnengoldnen	ADJA	sonnengolden
Höhen	NN	Höhe
Sehnsuchtsblaue	ADJA	sehnsuchtsblau
Fernen	NN	Ferne
sehn	VVIMP	sehnen
,	$,	,
Heller	NE	Heller
seine	PPOSAT	sein
Augen	NN	Auge
spüren	VVINF	spüren
<s lang="de" n="25-93">
In	APPR	in
gedankenklarer	ADJA	gedankenklar
Luft	NN	Luft
,	$,	,
Steigen	NN	Steigen
seine	PPOSAT	sein
Seele	NN	Seele
spüren	VVFIN	spüren
Hoch	NN	Hoch
ob	APPR	ob
Erdenleid	NN	Erdenleid
und	KON	und
Gruft	NN	Gruft
:	$.	:
<s lang="de" n="25-94">
0	CARD	@card@
du	NE	du
königliches	ADJA	königlich
Leben	NN	Leben
<s lang="de" n="25-95">
In	APPR	in
der	ART	d
Bergesfürsten	NN	Bergesfürst
Kreis	NN	Kreis
:	$.	:
<s lang="de" n="25-96">
Will	VMFIN	wollen
,	$,	,
wie	KON	wie
heut	VVFIN	heuen
in	APPR	in
Mannesjahren	NN	Mannesjahr
,	$,	,
Einst	NN	Einst
als	KON	als
wandermüder	ADJA	wandermüde
Greis	NN	Greis
Dir	PPER	du
die	ART	d
Treue	NN	Treue
froh	ADJD	froh
bewahren	VVINF	bewahren
,	$,	,
Will	VMFIN	wollen
mit	APPR	mit
meinem	PPOSAT	mein
letzten	ADJA	letzt
Blick	NN	Blick
Segnen	NN	Segnen
,	$,	,
was	PRELS	was
das	ART	d
Leben	NN	Leben
brachte	VVFIN	bringen
,	$,	,
Segnen	NN	Segnen
,	$,	,
segnen	VVFIN	segnen
mein	PPOSAT	mein
Geschick	NN	Geschick
.	$.	.
<s lang="de" n="25-97">
Gipfel	NN	Gipfel
.	$.	.
<s lang="de" n="25-98">
Steig	NE	Steig
im	APPRART	im
Nebel	NN	Nebel
steil	ADJD	steil
hinan	ADV	hinan
Deine	PPOSAT	dein
einsam	ADJD	einsam
dunkle	ADJA	dunkel
Bahn	NN	Bahn
.	$.	.
<s lang="de" n="25-99">
Vielleicht	ADV	vielleicht
aus	APPR	aus
den	ART	d
Wolken	NN	Wolke
bricht	VVFIN	brechen
<s lang="de" n="25-100">
Einmal	ADV	einmal
eines	ART	ein
Gipfels	NN	Gipfel
Licht	NN	Licht
.	$.	.
<s lang="de" n="25-101">
Frost	NN	Frost
und	KON	und
Eis	NN	Eis
des	ART	d
Herzens	NN	Herz
taut	VVFIN	tauen
,	$,	,
Wenn	KOUS	wenn
ein	ART	ein
Ziel	NN	Ziel
du	NE	du
so	ADV	so
erschaut	VVPP	erschauen
.	$.	.
<s lang="de" n="25-102">
Bergsprüche	NN	Bergspruch
.	$.	.
<s lang="de" n="25-103">
Sing	VVIMP	singen
das	ART	d
Lied	NN	Lied
von	APPR	von
der	ART	d
Höhe	NN	Höhe
und	KON	und
was	PIS	was
dir	PPER	du
die	ART	d
Höhe	NN	Höhe
verkündet	VVPP	verkünden
:	$.	:
<s lang="de" n="25-104">
Hoch	NN	Hoch
über	APPR	über
Jammer	NN	Jammer
und	KON	und
Nacht	NN	Nacht
strahlet	VVFIN	strahlen
ein	ART	ein
ewiges	ADJA	ewig
Licht	NN	Licht
.	$.	.
<s lang="de" n="25-105">
*	XY	*
Wenn	KOUS	wenn
dir	PPER	du
auf	APPR	auf
staubiger	ADJA	staubig
Strasse	NN	Strasse
so	ADV	so
Leben	NN	Leben
als	KON	als
Liebe	NN	Liebe
ermatten	VVINF	ermatten
,	$,	,
Steig	NE	Steig
zu	APPR	zu
den	ART	d
Gipfeln	NN	Gipfel
empor	PTKVZ	empor
:	$.	:
Weite	VVIMP	weite
des	ART	d
Blickes	NN	Blick
erlöst	VVPP	erlösen
.	$.	.
<s lang="de" n="25-106">
*	XY	*
Siehst	VVFIN	sehen
du	PPER	du
das	ART	d
Grattier	NN	Grattier
durch	APPR	durch
Felsen	NN	Felsen
und	KON	und
Schluchten	NN	Schlucht
sich	PRF	er|es|sie
Wege	NN	Weg
gewinnen	VVINF	gewinnen
?	$.	?
<s lang="de" n="25-107">
Gemse	NN	Gemse
,	$,	,
du	PPER	du
Schlanke	NN	Schlanke
,	$,	,
gleich	APPR	gleich
dir	PRF	du
springt	VVFIN	springen
mein	PPOSAT	mein
Gedanke	NN	Gedanke
hinan	ADV	hinan
.	$.	.
<s lang="de" n="25-108">
#	XY	#
Grat	NN	Grat
über	APPR	über
Gletscher	NN	Gletscher
und	KON	und
Gründen	NN	Grund
!	$.	!
<s lang="de" n="25-109">
O	NN	Osten
Gleichnis	NN	Gleichnis
erhebender	ADJA	erhebender
Grosse	NN	Grosse
:	$.	:
<s lang="de" n="25-110">
Unter	APPR	unter
dir	PPER	du
lauert	VVFIN	lauern
der	ART	d
Tod	NN	Tod
,	$,	,
liegt	VVFIN	liegen
auch	ADV	auch
die	ART	d
menschliche	ADJA	menschlich
Not	NN	Not
.	$.	.
<s lang="de" n="25-111">
*	XY	*
Gestern	NN	Gestern
noch	KON	noch
magere	ADJA	mager
Weide	NN	Weide
und	KON	und
heute	ADV	heute
ein	ART	ein
Teppich	NN	Teppich
von	APPR	von
Enzian	NN	Enzian
:	$.	:
<s lang="de" n="25-112">
Also	ADV	also
aus	APPR	aus
dürftigem	ADJA	dürftig
Sein	NN	Sein
spriessen	VVFIN	spriessen
oft	ADV	oft
Wunder	NN	Wunder
ans	APPRART	ans
Licht	NN	Licht
.	$.	.
<s lang="de" n="25-113">
*	XY	*
Sahst	VVFIN	sehen
du	PPER	du
in	APPR	in
einsamer	ADJA	einsam
Wildnis	NN	Wildnis
des	ART	d
Murmeltiers	NN	Murmeltier
muntere	ADJA	munter
Possen	NN	Posse
?	$.	?
<s lang="de" n="25-114">
So	ADV	so
ins	APPRART	ins
verlassenste	ADJA	unk
Sein	NN	Sein
sprudelt	VVFIN	hinein+sprudeln
ein	ART	ein
Lachen	NN	Lache|Lachen
hinein	PTKVZ	hinein
.	$.	.
<s lang="de" n="25-115">
*	XY	*
Hier	ADV	hier
auf	APPR	auf
den	ART	d
Höhen	NN	Höhe
der	ART	d
Berge	NN	Berg
umtanzen	VVFIN	umtanzen
dich	PPER	du
deine	PPOSAT	dein
Gedanken	NN	Gedanke
.	$.	.
<s lang="de" n="25-116">
Heilige	ADJA	heilig
Stille	NN	Stille
der	ART	d
Welt	NN	Welt
!	$.	!
<s lang="de" n="25-117">
Nur	ADV	nur
in	APPR	in
der	ART	d
Seele	NN	Seele
erklingt	VVFIN	erklingen
's	PPER	es
.	$.	.
<s lang="de" n="25-118">
Immer	ADV	immer
mit	APPR	mit
Ehrfurcht	NN	Ehrfurcht
betracht	VVFIN	unk
'	$(	'
ich	PPER	ich
die	PDS	d
edle	ADJA	edel
Gestalt	NN	Gestalt
der	ART	d
Kristalle	NN	Kristall
.	$.	.
<s lang="de" n="25-119">
Dir	PPER	du
seien	VAFIN	sein
Tempel	NN	Tempel
geweiht	VVPP	weihen
,	$,	,
hohes	ADJA	hoch
Geheimnis	NN	Geheimnis
der	ART	d
Form	NN	Form
.	$.	.
<s lang="de" n="25-120">
*	XY	*
Zarte	ADJA	zart
vertrauende	ADJA	vertrauend
Liebe	NN	Liebe
zerbröckelt	VVFIN	zerbröckeln
die	ART	d
Mauern	NN	Mauer
des	ART	d
Herzens	NN	Herz
.	$.	.
<s lang="de" n="25-121">
Gleichnis	NN	Gleichnis
solch	PIAT	solch
lieblicher	ADJA	lieblich
Kraft	NN	Kraft
,	$,	,
Steinbrech	NN	Steinbrech
der	ART	d
Berge	NN	Berg
,	$,	,
bist	VAFIN	sein
du	PPER	du
.	$.	.
<s lang="de" n="25-122">
Gipfel	NN	Gipfel
und	KON	und
Sonne	NN	Sonne
und	KON	und
Morgen	NN	Morgen
und	KON	und
ewiges	ADJA	ewig
,	$,	,
herrliches	ADJA	herrlich
Glänzen	NN	Glänzen
!	$.	!
<s lang="de" n="25-123">
Trinke	VVFIN	trinken
die	ART	d
Weite	NN	Weite
der	ART	d
Welt	NN	Welt
!	$.	!
<s lang="de" n="25-124">
Glaube	NN	Glaube
der	ART	d
ewigen	ADJA	ewig
Kraft	NN	Kraft
!	$.	!
<s lang="de" n="25-125">
*	XY	*
Immer	ADV	immer
abseits	ADV	abseits
vom	APPRART	vom
Getriebe	NN	Getriebe
,	$,	,
von	APPR	von
Reden	NN	Rede
,	$,	,
Theater	NN	Theater
,	$,	,
Konzerten	NN	Konzert
?	$.	?
<s lang="de" n="25-126">
Hier	ADV	hier
in	APPR	in
den	ART	d
Bergen	NN	Berg
erklingt	VVFIN	erklingen
tiefer	ADJD	tief
erhebendes	ADJA	erhebend
Wort	NN	Wort
.	$.	.
<s lang="de" n="25-127">
*	XY	*
Bergsee	NN	Bergsee
,	$,	,
du	NE	du
selig	ADJD	selig
von	APPR	von
Bläue	NN	Bläue
des	ART	d
Himmels	NN	Himmel
gesättigtes	ADJA	gesättigt
Auge	NN	Auge
,	$,	,
Liebliches	ADJA	lieblich
Gleichnis	NN	Gleichnis
bist	VAFIN	sein
du	PPER	du
:	$.	:
Hohem	ADJA	hoch
geöffneter	ADJA	geöffneter
Sinn	NN	Sinn
.	$.	.
<s lang="de" n="25-128">
*	XY	*
Siehst	VVFIN	sehen
du	PPER	du
die	ART	d
siegende	ADJA	siegend
Kraft	NN	Kraft
in	APPR	in
dem	ART	d
lieblichen	ADJA	lieblich
Leib	NN	Leib
Soldanellens	NN	unk
?	$.	?
<s lang="de" n="25-129">
Ahnte	VVFIN	ahnen
sie	PPER	sie
Wärme	NN	Wärme
und	KON	und
Licht	NN	Licht
,	$,	,
als	KOUS	als
sie	PPER	sie
sich	PRF	er|es|sie
wand	VVFIN	winden
durch	APPR	durch
den	ART	d
Schnee	NN	Schnee
?	$.	?
<s lang="de" n="25-130">
Dunkel	NN	Dunkel
dich	PPER	du
wölbender	ADJA	wölbend
Wald	NN	Wald
,	$,	,
wie	KON	wie
beschwichtigt	VVFIN	beschwichtigen
dein	PPOSAT	dein
Schweigen	NN	Schweigen
die	ART	d
Seele	NN	Seele
,	$,	,
Leuchtende	ADJA	leuchtend
Firnen	NN	Firn
,	$,	,
wie	KON	wie
hebt	VVFIN	empor+heben
ihr	PPER	ihr
meine	PPOSAT	mein
Seele	NN	Seele
empor	PTKVZ	empor
!	$.	!
<s lang="de" n="25-131">
Bergwald	NN	Bergwald
,	$,	,
der	PRELS	d
ernste	ADJA	ernst
erwacht	VVPP	erwachen
und	KON	und
erschauert	VVFIN	erschauern
in	APPR	in
sprossendem	ADJA	sprossend
Leben	NN	Leben
.	$.	.
<s lang="de" n="25-132">
Auch	ADV	auch
der	ART	d
Ergraute	NN	Ergraute
fühlt	VVFIN	fühlen
jung	ADJD	jung
,	$,	,
grüssen	VVFIN	grüssen
die	ART	d
Drosseln	NN	Drossel
den	NE	den
Lenz	NE	Lenz
.	$.	.
<s lang="de" n="25-133">
*	XY	*
Blendender	ADJA	blendender
Gletscher	NN	Gletscher
-	$(	-
und	KON	und
plötzlich	ADJD	plötzlich
geheimnisvoll	ADJD	geheimnisvoll
gähnende	ADJA	gähnend
Spalte	NN	Spalte
:	$.	:
<s lang="de" n="25-134">
So	ADV	so
ist	VAFIN	sein
das	ART	d
heitere	ADJA	heiter
Sein	NN	Sein
,	$,	,
welches	PRELS	welch
die	ART	d
Tiefen	NN	Tiefe
verhüllt	VVPP	verhüllen
.	$.	.
<s lang="de" n="25-135">
*	XY	*
Wandernd	ADJD	wandernd
und	KON	und
malend	ADJD	malend
,	$,	,
o	ADJA	unk
Heimat	NN	Heimat
,	$,	,
wie	KON	wie
bin	VAFIN	sein
ich	PPER	ich
verwachsen	VVFIN	verwachsen
dir	PRF	du
worden	VAPP	werden
!	$.	!
<s lang="de" n="25-136">
Rings	NN	Ring
fast	ADV	fast
von	APPR	von
jeglichem	PIAT	jeglich
Grat	NN	Grat
grüsst	VVFIN	grüssen
mich	PRF	ich
ein	ART	ein
seliger	ADJA	selig
Tag	NN	Tag
.	$.	.
<article n="26">
<s lang="de" n="26-1">
Chamissos	NN	unk
Schweizerreise	NN	Schweizerreise
im	APPRART	im
Jahre	NN	Jahr
1812	CARD	@card@
.	$.	.
<s lang="de" n="26-2">
Von	APPR	von
Albert	NE	Albert
Bruckner	NE	Bruckner
.	$.	.
<s lang="de" n="26-3">
Durch	APPR	durch
den	ART	d
«	$(	«
Zufall	NN	Zufall
des	ART	d
Schicksals	NN	Schicksal
des	ART	d
Waltenden	ADJA	waltend
»	$(	»
war	VAFIN	sein
Adalbert	NE	Adalbert
von	NE	von
Chamisso	NE	Chamisso
auf	APPR	auf
einer	ART	ein
Reise	NN	Reise
nach	APPR	nach
Frankreich	NE	Frankreich
in	APPR	in
den	ART	d
Bann	NN	Bann
der	ART	d
Madame	NN	Madame
de	NE	de
Staël	NE	Staël
gekommen	VVPP	kommen
,	$,	,
«	$(	«
dieser	PDS	dies
grossartig	ADJD	grossartig
wunderbaren	ADJA	wunderbar
Frau	NN	Frau
»	$(	»
,	$,	,
deren	PRELAT	d
Charme	NN	Charme
ihn	PPER	er
lange	ADV	lange
genug	ADV	genug
an	APPR	an
Coppet	NE	Coppet
fesselte	VVFIN	fesseln
,	$,	,
das	PRELS	d
idyllisch	ADJD	idyllisch
gelegene	ADJA	gelegen
Örtchen	NN	Örtchen
am	APPRART	am
Genfersee	NE	Genfersee
,	$,	,
wo	PWAV	wo
die	ART	d
vergötterte	ADJA	vergöttert
Literatin	NN	unk
einen	ART	ein
intimen	ADJA	intim
Kreis	NN	Kreis
geistig	ADJD	geistig
hochstehender	ADJA	hochstehend
Persönlichkeiten	NN	Persönlichkeit
um	PTKVZ	um
sich	PRF	er|es|sie
zu	PTKZU	zu
versammeln	VVINF	versammeln
gewohnt	ADJD	gewohnt
war	VAFIN	sein
.	$.	.
<s lang="de" n="26-4">
Der	ART	d
Genfersee	NE	Genfersee
mag	VMFIN	mögen
es	PPER	es
dem	ART	d
Dichter	NN	Dichter
angetan	VVPP	antun
haben	VAFIN	haben
;	$.	;
<s lang="de" n="26-5">
denn	KON	denn
es	PPER	es
ist	VAFIN	sein
gewiss	ADJD	gewiss
nicht	PTKNEG	nicht
nur	ADV	nur
romantischer	ADJA	romantisch
Gefühlsausbruch	NN	Gefühlsausbruch
,	$,	,
wenn	KOUS	wenn
er	PPER	er
von	APPR	von
«	$(	«
unserm	PPOSAT	unser
blauen	ADJA	blau
,	$,	,
tiefen	ADJA	tief
See	NN	See
»	$(	»
spricht	VVFIN	sprechen
.	$.	.
<s lang="de" n="26-6">
Die	ART	d
reiche	ADJA	reich
Flora	NN	Flora
dieses	PDAT	dies
Landes	NN	Land
,	$,	,
das	PRELS	d
er	PPER	er
«	$(	«
gleichsam	ADJD	gleichsam
den	ART	d
botanischen	ADJA	botanisch
Garten	NN	Garten
Europas	NE	Europa
»	$(	»
nannte	VVFIN	nennen
,	$,	,
bildete	VVFIN	bilden
für	ADV	für
den	ART	d
werdenden	ADJA	werdend
Naturforscher	NN	Naturforscher
eine	ART	ein
unerschöpfliche	ADJA	unerschöpflich
Quelle	NN	Quelle
an	APZR	an
schönen	ADJA	schön
Entdeckerfreuden	NN	Entdeckerfreude
.	$.	.
<s lang="de" n="26-7">
Sein	PPOSAT	sein
grosses	ADJA	gross
Interesse	NN	Interesse
an	APPR	an
der	ART	d
Botanik	NN	Botanik
bewog	VVFIN	bewegen
ihn	PPER	er
dann	ADV	dann
auch	ADV	auch
schliesslich	ADV	schliesslich
,	$,	,
gedrängt	VVPP	drängen
vom	APPRART	vom
Heimweh	NN	Heimweh
,	$,	,
vor	APPR	vor
dem	PRELS	d
Verlassen	NN	Verlassen
der	ART	d
gastlichen	ADJA	gastlich
Stätte	NN	Stätte
eine	ART	ein
grössere	ADJA	gross
Alpenreise	NN	Alpenreis
zu	PTKZU	zu
unternehmen	VVINF	unternehmen
.	$.	.
<s lang="de" n="26-8">
Unterm	APPRART	unterm
24.	ADJA	@ord@
Mai	NN	Mai
1812	CARD	@card@
erfahren	VVFIN	erfahren
wir	PPER	wir
von	APPR	von
dem	ART	d
Entwurf	NN	Entwurf
seiner	PPOSAT	sein
Schweizerreise	NN	Schweizerreise
.	$.	.
<s lang="de" n="26-9">
«	$(	«
Ich	PPER	ich
fahre	VVFIN	fahren
»	$(	»
,	$,	,
so	ADV	so
schreibt	VVFIN	fort+schreiben
er	PPER	er
,	$,	,
«	$(	«
hier	ADV	hier
im	APPRART	im
Thale	NE	Thale
und	KON	und
in	APPR	in
der	ART	d
Gegend	NN	Gegend
fort	PTKVZ	fort
,	$,	,
bis	KOUS	bis
der	ART	d
Schnee	NN	Schnee
,	$,	,
der	PRELS	d
noch	ADV	noch
den	ART	d
Jura	NN	Jura
und	KON	und
die	ART	d
Alpen	NN	Alp
bedeckt	VVPP	bedecken
,	$,	,
schmilzt	VVFIN	schmelzen
,	$,	,
und	KON	und
gegen	APPR	gegen
Ende	NN	Ende
Juni	NN	Juni
oder	KON	oder
den	ART	d
Anfang	NN	Anfang
Juli	NN	Juli
unternehm	ADJD	unk
'	$(	'
ich	PPER	ich
eine	ART	ein
ordentliche	ADJA	ordentlich
Schweiz-	TRUNC	Schweiz+reise
und	KON	und
Alpenreise	NN	Alpen#reise
zu	APPR	zu
Fuss	NN	Fuss
,	$,	,
zu	APPR	zu
der	PRELS	d
ich	PPER	ich
wohl	ADV	wohl
einen	ART	ein
Gefährten	NN	Gefährte
finden	VVINF	finden
werde	VAFIN	werden
,	$,	,
und	KON	und
richte	VVFIN	ein+richten
die	PDS	d
so	ADV	so
ein	PTKVZ	ein
,	$,	,
dass	KOUS	dass
sie	PPER	sie
mich	PRF	ich
an	APPR	an
die	ART	d
deutsche	ADJA	deutsch
Grenze	NN	Grenze
führt	VVFIN	aus+führen
,	$,	,
und	KON	und
etwa	ADV	etwa
von	APPR	von
Schaffhausen	NE	Schaffhausen
oder	KON	oder
Basel	NE	Basel
aus	PTKVZ	aus
setz	VVIMP	setzen
'	$(	'
ich	PPER	ich
meinen	VVFIN	meinen
Stab	NN	Stab
vorwärts	ADV	vorwärts
fort	ADV	fort
am	APPRART	am
rechten	ADJA	recht
Ufer	NN	Ufer
des	ART	d
Rheins	NE	Rhein
herunter	ADV	herunter
über	APPR	über
Aschaffenburg	NN	Aschaffenburg
nach	APPR	nach
Berlin	NE	Berlin
...	$.	...
<s lang="de" n="26-10">
Die	ART	d
nähere	ADJA	nah
Reiseroute	NN	Reiseroute
skizzierte	VVFIN	skizzieren
er	PPER	er
in	APPR	in
einem	ART	ein
Augustbrief	NN	Augustbrief
an	APPR	an
seine	PPOSAT	sein
Schwester	NN	Schwester
Rosa	NE	Rosa
Maria	NE	Maria
.	$.	.
<s lang="de" n="26-11">
Am	APPRART	am
gleichen	ADJA	gleich
Tage	NN	Tag
,	$,	,
dem	PRELS	d
10.	ADJA	@ord@
August	NN	August
des	ART	d
Jahres	NN	Jahr
1812	CARD	@card@
,	$,	,
fand	VVFIN	statt+finden
in	NE	in
Coppet	NE	Coppet
der	ART	d
Aufbruch	NN	Aufbruch
der	ART	d
Reisenden	NN	Reisende
statt	PTKVZ	statt
,	$,	,
«	$(	«
beim	APPRART	beim
erbärmlichsten	ADJA	erbärmlich
Wetter	NN	Wetter
»	$(	»
.	$.	.
<s lang="de" n="26-12">
«	$(	«
Wir	PPER	wir
fuhren	VVFIN	fahren
nach	APPR	nach
Genf	NE	Genf
,	$,	,
am	APPRART	am
11.	ADJA	@ord@
mit	APPR	mit
Sonnenschein	NN	Sonnenschein
nach	APPR	nach
Saint-Gervais	NE	unk
,	$,	,
den	PRELS	d
12.	ADJA	@ord@
brachten	VVFIN	bringen
mich	PRF	ich
August	NN	August
(	$(	(
der	ART	d
älteste	ADJA	alt
Sohn	NN	Sohn
der	ART	d
Madame	NN	Madame
de	NE	de
Staël	NE	Staël
)	$(	)
und	KON	und
ein	ART	ein
anderer	ADJA	ander
Freund	NN	Freund
bis	KON	bis
auf	APPR	auf
die	ART	d
halbe	ADJA	halb
Höhe	NN	Höhe
des	ART	d
Col	NE	Col
de	NE	de
Bonhomme	NE	Bonhomme
,	$,	,
wo	PWAV	wo
wir	PPER	wir
zum	APPRART	zum
ewigen	ADJA	ewig
Andenken	NN	Andenken
eine	ART	ein
Steinpyramide	NN	Steinpyramide
errichteten	VVFIN	errichten
,	$,	,
und	KON	und
so	ADV	so
setzte	VVFIN	weiter+setzen
ich	PPER	ich
meinen	PPOSAT	mein
Stab	NN	Stab
weiter	PTKVZ	weiter
-	$(	-
le	ADJA	unk
Col	NE	Col
de	NE	de
la	NE	la
Seigne	NE	Seigne
,	$,	,
l'	VVFIN	unk
allée	NE	unk
blanche	NN	unk
,	$,	,
Cormayeur	NN	unk
,	$,	,
le	VVFIN	unk
val	NE	Val
et	FM	et
le	NE	Le
col	NE	col
de	NE	de
Ferrex	NE	Ferrex
,	$,	,
l'	VVFIN	unk
hospice	NE	unk
du	NE	du
grand	NN	unk
Saint-Bernard	NE	Saint-Bernard
,	$,	,
Martigny	NE	Martigny
,	$,	,
Sion	NE	Sion
,	$,	,
les	NE	les
bains	NE	unk
de	NE	de
Leuk	NE	Leuk
,	$,	,
Gemmi	NN	unk
,	$,	,
Thunersee	NE	Thunersee
,	$,	,
Unterseen	NE	Unterseen
und	KON	und
Interlaken	NE	Interlaken
,	$,	,
Lauterbrunn	NE	unk
,	$,	,
am	APPRART	am
Fuss	NN	Fuss
der	ART	d
Blümlialp	NN	unk
,	$,	,
der	PRELS	d
Jungfrau	NE	Jungfrau
und	KON	und
der	ART	d
ganzen	ADJA	ganz
Gletscherkette	NN	Gletscherkette
nach	APPR	nach
Grindelwald	NE	Grindelwald
und	KON	und
über	APPR	über
die	ART	d
Scheideck	NN	Scheideck
nach	APPR	nach
Meiringen	NE	Meiringen
im	NE	im
Hasli	NE	Hasli
,	$,	,
wo	PWAV	wo
ich	PPER	ich
eben	ADJD	eben
bin	VAFIN	sein
und	KON	und
schreibe	VVFIN	schreiben
.	$.	.
<s lang="de" n="26-13">
Ich	PPER	ich
will	VMFIN	wollen
weiter	ADV	weiter
über	APPR	über
die	ART	d
Grimsel	NN	unk
,	$,	,
die	PRELS	d
Furka	NN	unk
,	$,	,
den	PRELS	d
St.	NN	Sankt
Gotthard	NE	Gotthard
,	$,	,
hinunter	ADV	hinunter
nach	APPR	nach
dem	ART	d
Vierwaldstättersee	NE	Vierwaldstättersee
,	$,	,
und	KON	und
von	NE	von
da	ADV	da
nach	APPR	nach
dem	ART	d
Zürcher	ADJA	Zürcher
See	NN	See
,	$,	,
und	KON	und
endlich	ADV	endlich
Schaffhausen	NE	Schaffhausen
,	$,	,
wo	PWAV	wo
ich	PPER	ich
zwischen	APPR	zwischen
dem	ART	d
1.	ADJA	@ord@
und	KON	und
5.	ADJA	@ord@
September	NN	September
eintreffen	VVINF	eintreffen
werde	VAFIN	werden
...	$.	...
»	$(	»
«	$(	«
...	$.	...
<s lang="de" n="26-14">
Es	PPER	es
ist	VAFIN	sein
unglaublich	ADJD	unglaublich
,	$,	,
was	PRELS	was
meine	PPOSAT	mein
Beine	NN	Bein
gut	ADJA	gut
sind	VAFIN	sein
;	$.	;
<s lang="de" n="26-15">
Führer	NN	Führer
halten	VVFIN	aus+halten
es	PPER	es
bei	APPR	bei
mir	PPER	ich
nicht	PTKNEG	nicht
aus	PTKVZ	aus
...	$.	...
»	$(	»
,	$,	,
fährt	VVFIN	fort+fahren
er	PPER	er
fort	PTKVZ	fort
,	$,	,
und	KON	und
man	PIS	man
denkt	VVFIN	denken
an	APPR	an
die	ART	d
entzückende	ADJA	entzückend
Schilderung	NN	Schilderung
,	$,	,
die	PRELS	d
sein	PPOSAT	sein
Freund	NN	Freund
Schlechtendal	NN	unk
von	APPR	von
ihm	PPER	er
und	KON	und
seinen	PPOSAT	sein
Berliner	ADJA	Berliner
Exkursionen	NN	Exkursion
entworfen	VVPP	entwerfen
hat	VAFIN	haben
:	$.	:
<s lang="de" n="26-16">
«	$(	«
überall	ADV	überall
war	VAFIN	sein
Chamisso	NE	Chamisso
voran	PTKVZ	voran
,	$,	,
der	ART	d
erste	ADJA	erst
,	$,	,
der	PRELS	d
eifrigste	ADJA	eifrig
,	$,	,
von	APPR	von
kräftigem	ADJA	kräftig
Körper	NN	Körper
und	KON	und
fester	ADJA	fest
Ausdauer	NN	Ausdauer
...	$.	...
<s lang="de" n="26-17">
Über	APPR	über
seine	PPOSAT	sein
Eindrücke	NN	Eindruck
während	APPR	während
dieser	PDAT	dies
durch	APPR	durch
die	ART	d
schönsten	ADJA	schön
Alpen-	TRUNC	Alpen-
regionen	NN	Region
führenden	ADJA	führend
Reise	NN	Reise
erfahren	VVFIN	erfahren
wir	PPER	wir
leider	ADV	leider
nichts	PIS	nichts
,	$,	,
der	PRELS	d
Freund	NE	Freund
solle	VMFIN	sollen
keine	PIAT	kein
«	$(	«
poetische	ADJA	poetisch
Beschreibungen	NN	Beschreibung
»	$(	»
erwarten	VVINF	erwarten
,	$,	,
«	$(	«
im	APPRART	im
trauten	ADJA	traut
Geschwätz	NN	Geschwätz
will	VMFIN	wollen
ich	PPER	ich
Dir	PPER	du
vieles	PIS	viel
von	APPR	von
meiner	PPOSAT	mein
Reise	NN	Reise
erzählen	VVINF	erzählen
»	$(	»
.	$.	.
<s lang="de" n="26-18">
Mit	APPR	mit
einem	ART	ein
«	$(	«
Nun	ADV	nun
regnet	VVFIN	regnen
's	PPER	es
,	$,	,
nun	KOUS	nun
bin	VAFIN	sein
ich	PPER	ich
müde	ADJD	müde
,	$,	,
nun	KOUS	nun
hab	VAIMP	haben
'	$(	'
ich	PPER	ich
noch	ADV	noch
viele	PIAT	viel
Pflanzen	NN	Pflanze
in	APPR	in
Ordnung	NN	Ordnung
zu	PTKZU	zu
bringen	VVINF	bringen
,	$,	,
und	KON	und
will	VMFIN	wollen
morgen	ADV	morgen
um	APPR	um
4	CARD	@card@
Uhr	NN	Uhr
aufbrechen	VVINF	aufbrechen
»	$(	»
schliesst	VVFIN	schliessen
der	ART	d
denkwürdige	ADJA	denkwürdig
Brief	NN	Brief
an	APPR	an
seinen	PPOSAT	sein
Freund	NN	Freund
Hitzig	ADJD	hitzig
.	$.	.
<s lang="de" n="26-19">
Ein	ART	eine
grosses	ADJA	gross
Erlebnis	NN	Erlebnis
liegt	VVFIN	liegen
hinter	APPR	hinter
ihm	PPER	er
:	$.	:
<s lang="de" n="26-20">
